Context,Response,Context_ID,Response_ID,Context_clean,Response_clean
"I'm a teenager, and while I’ve never been to any kind of therapist, I noticed I experience several anxiety symptoms. I frequently find myself not going out and following my parent around the house. I can't go into stores (grocery stores specifically) on my own, and when I do, I have to be on the phone with my dad the whole time. I also forget things a lot.","With the way you described your anxiety, it sounds like you have different types of anxiety. I'm not sure whether you have anxiety of public places, large crowds, being alone  (sometimes called separation anxiety), or some combination thereof.One thing that would be helpful would be to track your anxiety and see how anxious you are (on a scale of 1 to 10) in different situations. Also, if you know what leads up to your anxiety, it would be good to know this as well so you can look for patterns.As for forgetting things, you could be anxious because you are forgetting things or you could be forgetting things because you are anxious. When you are having anxiety, certain parts of your brain are overactive because you are in a kind of protective mode. It's also possible that forgetting things and anxiety are not related.Something else to try would be to notice where you feel your anxiety in your body and put your hand there is a way of giving yourself comfort.Another thing about anxiety is that having anxiety can lead to more worry about having more anxiety. One thing that helps for some people is to go to the regular primary care doctor to make sure that there are no physical problems (just for the regular physical) so they know that there are no physical problems and that the anxiety will lessen in a few minutes.Also, if you are able to notice your feet on the floor or your hips in the chair, this is helping you to be mindful of your body and connecting you to your surroundings. During this in combination with naming your emotions can be soothing as well. For example, in the grocery store, if you are feeling anxious, you could say to yourself ""I'm anxious right now and I'm okay"" while gently shifting your weight from one foot to the other. No one around you would notice what you were doing and the motion may be soothing to you.Anxiety can have a lot of different causes and things that trigger it. If it is difficult for you to work it out on your own (which is very common), consider talking with a local therapist so you can have more specific ideas.Also consider making a list of people who you trust and what it is about them that makes you feel comfortable.","Saya seorang remaja, dan meskipun saya belum pernah mengunjungi terapis apa pun, saya perhatikan saya mengalami beberapa gejala kecemasan. Saya sering mendapati diri saya tidak keluar dan mengikuti orang tua saya di sekitar rumah. Saya tidak bisa pergi ke toko (khususnya toko kelontong) sendirian, dan ketika saya melakukannya, saya harus selalu menelepon ayah saya sepanjang waktu. Saya juga banyak melupakan banyak hal.","Berdasarkan cara Anda menggambarkan kecemasan Anda, sepertinya Anda memiliki jenis kecemasan yang berbeda. Saya tidak yakin apakah Anda mengalami kecemasan saat berada di tempat umum, keramaian, sendirian (terkadang disebut kecemasan akan perpisahan), atau kombinasi ketiganya. Salah satu hal yang mungkin berguna adalah melacak kecemasan Anda dan melihat seberapa cemasnya Anda (dalam skala 1 hingga 10) dalam berbagai situasi. Selain itu, jika Anda tahu apa yang menyebabkan kecemasan Anda, ada baiknya Anda juga mengetahui hal ini sehingga Anda bisa mencari polanya. Sedangkan untuk melupakan sesuatu, Anda mungkin merasa cemas karena Anda melupakan sesuatu atau Anda bisa saja melupakan sesuatu karena Anda cemas. Saat Anda mengalami kecemasan, bagian tertentu di otak Anda menjadi terlalu aktif karena Anda berada dalam mode protektif. Ada kemungkinan juga bahwa melupakan sesuatu dan kecemasan tidak ada hubungannya. Hal lain yang bisa dicoba adalah memperhatikan di mana Anda merasakan kecemasan di tubuh Anda dan meletakkan tangan Anda di sana adalah cara untuk memberikan kenyamanan pada diri Anda. Hal lain tentang kecemasan adalah bahwa memiliki kecemasan dapat menyebabkan lebih banyak kekhawatiran karena memiliki lebih banyak kecemasan. Satu hal yang membantu bagi sebagian orang adalah pergi ke dokter umum untuk memastikan bahwa tidak ada masalah fisik (hanya untuk masalah fisik biasa) sehingga mereka tahu bahwa tidak ada masalah fisik dan kecemasan akan berkurang dalam beberapa menit. Selain itu, jika Anda dapat memperhatikan kaki Anda di lantai atau pinggul Anda di kursi, ini membantu Anda untuk memperhatikan tubuh Anda dan menghubungkan Anda dengan lingkungan sekitar. Selama ini, dikombinasikan dengan memberi nama, emosi Anda juga bisa menenangkan. Misalnya, di toko kelontong, jika Anda merasa cemas, Anda bisa berkata pada diri sendiri, “Aku cemas saat ini dan aku baik-baik saja” sambil dengan lembut memindahkan beban dari satu kaki ke kaki lainnya. Tak seorang pun di sekitar Anda akan memperhatikan apa yang Anda lakukan dan gerakan tersebut mungkin menenangkan Anda. Kecemasan dapat disebabkan oleh banyak hal dan hal-hal yang memicunya. Jika sulit bagi Anda untuk mengatasinya sendiri (hal ini sangat umum terjadi), pertimbangkan untuk berbicara dengan terapis setempat sehingga Anda dapat memiliki ide yang lebih spesifik. Pertimbangkan juga untuk membuat daftar orang-orang yang Anda percayai dan apa yang membuat Anda merasa nyaman dari mereka.",teenager ive never kind therapist noticed experience several anxiety symptoms frequently find going following parent around house cant stores grocery stores specifically phone dad whole time also forget things lot,way described anxiety sounds like different types anxiety sure whether anxiety public places large crowds alone sometimes called separation anxiety combination thereofone thing would helpful would track anxiety see anxious scale different situations also know leads anxiety would good know well look patternsas forgetting things could anxious forgetting things could forgetting things anxious anxiety certain parts brain overactive kind protective mode also possible forgetting things anxiety relatedsomething else try would notice feel anxiety body put hand way giving comfortanother thing anxiety anxiety lead worry anxiety one thing helps people regular primary care doctor make sure physical problems regular physical know physical problems anxiety lessen minutesalso able notice feet floor hips chair helping mindful body connecting surroundings combination naming emotions soothing well example grocery store feeling anxious could say anxious right okay gently shifting weight one foot one around would notice motion may soothing youanxiety lot different causes things trigger difficult work common consider talking local therapist specific ideasalso consider making list people trust makes feel comfortable
"I am a really shy person. I'm currently in a graduate program which requires lots of presentations, but they always make me feel stressed out and less confident. How can I get more confident?","Wow, congratulations on being in a masters program. You are in a unique place. So few have reached that level. You should give yourself a pat on the back.Confidence is not something that comes naturally. But can and does come with practice.Having gone through two masters programs I can sympathize with your your dilemma. So how is the stress affecting you?Is it serious enough to stop you from presenting or is it just ""butterflies""?There are many ways of dealing with the anxiety and stress. Much depends on how serious the stress is.So here are a few ideas:1. Practice in front of a mirror.Sounds strange but the practice helps.2. Ask some friends to listen to your presentations. Not so much for their input as to just get used to presenting.3. Focus on the material you are presenting. The subject matter is what you want to get across. Step away from your nerves and get into the facts you want to present. Let the material you present be the focus. 4. Remember everyone else is just as nervous as you. Share your fears with some of your classmates and gain support from them. Focus on a friendly face during the presentation. Be a support to them in return.5. ""Fake it, till you make it"". Yes it sounds blunt. But sometimes that's what it takes. Even if you feel like it, you won't die.So much more can be discussed with a competent counselor. Take the time to let a professional help you work through this.Again you have come a long way to be in a graduate program. Congratulations you have done great work so far. It's just one step at a time, take the steps.","Saya orang yang sangat pemalu. Saat ini saya sedang menjalani program pascasarjana yang memerlukan banyak presentasi, namun selalu membuat saya stres dan kurang percaya diri. Bagaimana saya bisa menjadi lebih percaya diri?","Wah, selamat sudah masuk program magister. Anda berada di tempat yang unik. Sangat sedikit yang mencapai level itu. Anda harus memberi tepukan pada diri Anda sendiri. Kepercayaan diri bukanlah sesuatu yang muncul secara alami. Tapi bisa dan memang datang dengan latihan. Setelah melalui dua program master saya bisa bersimpati dengan dilema Anda. Jadi bagaimana stres mempengaruhi Anda? Apakah stres cukup serius hingga menghentikan Anda melakukan presentasi atau hanya ""kupu-kupu""? Ada banyak cara untuk mengatasi kecemasan dan stres. Banyak hal bergantung pada seberapa serius stres yang dialami. Berikut beberapa idenya:1. Berlatihlah di depan cermin. Kedengarannya aneh tetapi latihan ini membantu.2. Mintalah beberapa teman untuk mendengarkan presentasi Anda. Bukan sekedar masukan saja melainkan sekedar membiasakan diri untuk presentasi.3. Fokus pada materi yang Anda presentasikan. Materi pokoknya adalah apa yang ingin Anda sampaikan. Menjauhlah dari rasa gugup dan masuki fakta yang ingin Anda sajikan. Biarkan materi yang Anda sampaikan menjadi fokus. 4. Ingatlah bahwa semua orang sama gugupnya dengan Anda. Bagikan ketakutan Anda dengan beberapa teman sekelas Anda dan dapatkan dukungan dari mereka. Fokus pada wajah ramah selama presentasi. Jadilah dukungan bagi mereka sebagai balasannya.5. ""Berpura-puralah, sampai kamu berhasil"". Ya, kedengarannya blak-blakan. Namun terkadang itulah yang diperlukan. Sekalipun Anda menginginkannya, Anda tidak akan mati. Masih banyak lagi yang bisa didiskusikan dengan konselor yang kompeten. Luangkan waktu untuk membiarkan seorang profesional membantu Anda mengatasi hal ini. Sekali lagi Anda telah menempuh perjalanan panjang untuk bisa mengikuti program pascasarjana. Selamat, Anda telah melakukan pekerjaan luar biasa sejauh ini. Itu hanya selangkah demi selangkah, ambillah langkah-langkahnya.",really shy person currently graduate program requires lots presentations always make feel stressed less confident get confident,wow congratulations masters program unique place reached level give pat backconfidence something comes naturally come practicehaving gone two masters programs sympathize dilemma stress affecting youis serious enough stop presenting butterfliesthere many ways dealing anxiety stress much depends serious stress isso ideas practice front mirrorsounds strange practice helps ask friends listen presentations much input get used presenting focus material presenting subject matter want get across step away nerves get facts want present let material present focus remember everyone else nervous share fears classmates gain support focus friendly face presentation support return fake till make yes sounds blunt sometimes thats takes even feel like wont dieso much discussed competent counselor take time let professional help work thisagain come long way graduate program congratulations done great work far one step time take steps
"I am a really shy person. I'm currently in a graduate program which requires lots of presentations, but they always make me feel stressed out and less confident. How can I get more confident?","A good way to start is the language or ""self talk"" that is happening inside your mind.  Looking at your question, when it is said that the presentations ""make me feel stress"" you are giving the responsibility of the stress to the presentations and taking that away from your self.  The presentations cannot give or take away your stress, that's something only you can do and you can do it!   What language can you change in your self talk?  For example, are you saying ""I can't speak in front of an audience! I'll fail?""  That sounds a lot different than ""I studied my butt off and if I practice speaking out loud, I can ace this presentation!""  Although this is a short answer, I do believe that counseling will help you overcome these stressful feelings and bring out your inner confidence.","Saya orang yang sangat pemalu. Saat ini saya sedang menjalani program pascasarjana yang memerlukan banyak presentasi, namun selalu membuat saya stres dan kurang percaya diri. Bagaimana saya bisa menjadi lebih percaya diri?","Cara yang baik untuk memulai adalah bahasa atau ""self talk"" yang terjadi di dalam pikiran Anda.  Melihat pertanyaan Anda, ketika dikatakan bahwa presentasi ""membuat saya stres"", Anda memberikan tanggung jawab atas stres tersebut pada presentasi dan mengambilnya dari diri Anda sendiri.  Presentasi tidak dapat menghilangkan atau menghilangkan stres Anda, hanya Anda yang dapat melakukannya dan Anda sendiri yang dapat melakukannya!   Bahasa apa yang dapat Anda ubah dalam self talk Anda?  Misalnya, apakah Anda mengatakan, ""Saya tidak bisa berbicara di depan audiens! Saya akan gagal?""  Kedengarannya jauh berbeda dari ""Saya belajar keras dan jika saya berlatih berbicara dengan suara keras, saya bisa menguasai presentasi ini!""  Meskipun ini jawaban singkatnya, saya yakin bahwa konseling akan membantu Anda mengatasi perasaan stres ini dan memunculkan kepercayaan diri Anda.",really shy person currently graduate program requires lots presentations always make feel stressed less confident get confident,good way start language self talk happening inside mind looking question said presentations make feel stress giving responsibility stress presentations taking away self presentations give take away stress thats something language change self talk example saying cant speak front audience ill fail sounds lot different studied butt practice speaking loud ace presentation although short answer believe counseling help overcome stressful feelings bring inner confidence
"I am a really shy person. I'm currently in a graduate program which requires lots of presentations, but they always make me feel stressed out and less confident. How can I get more confident?","First of all, way to go in stretching yourself out of your comfort zone! You are sure to grow through all of this practice presenting to your peers, and that in itself will help to grow your confidence over time. In the meantime, do whatever you can to help yourself feel prepared for each presentation. Do your work ahead of time so that you feel well-informed on your topic, and then spend the days leading up to your presentation practicing. Do your presentation in the mirror, while you are driving (if it won't distract you from the road), and practice in front of a friend. On the day of the presentation, eat a balanced meal, get a pep talk from a supportive friend, use deep breathing to keep your body calm, and remind yourself that you are prepared. You got this!","Saya orang yang sangat pemalu. Saat ini saya sedang menjalani program pascasarjana yang memerlukan banyak presentasi, namun selalu membuat saya stres dan kurang percaya diri. Bagaimana saya bisa menjadi lebih percaya diri?","Pertama-tama, cara untuk keluar dari zona nyaman Anda! Anda pasti akan berkembang melalui semua latihan presentasi kepada rekan-rekan Anda, dan itu dengan sendirinya akan membantu menumbuhkan kepercayaan diri Anda seiring berjalannya waktu. Sementara itu, lakukan apa pun yang Anda bisa untuk membantu diri Anda merasa siap menghadapi setiap presentasi. Kerjakan pekerjaan Anda sebelumnya sehingga Anda merasa mendapat informasi lengkap tentang topik Anda, dan kemudian habiskan hari-hari menjelang presentasi Anda untuk berlatih. Lakukan presentasi Anda di depan cermin, saat Anda sedang mengemudi (jika tidak mengalihkan perhatian Anda dari jalan raya), dan berlatihlah di depan teman. Pada hari presentasi, makanlah makanan yang seimbang, dapatkan semangat dari teman yang suportif, gunakan pernapasan dalam untuk menjaga tubuh tetap tenang, dan ingatkan diri Anda bahwa Anda sudah siap. Anda dapat ini!",really shy person currently graduate program requires lots presentations always make feel stressed less confident get confident,first way stretching comfort zone sure grow practice presenting peers help grow confidence time meantime whatever help feel prepared presentation work ahead time feel wellinformed topic spend days leading presentation practicing presentation mirror driving wont distract road practice front friend day presentation eat balanced meal get pep talk supportive friend use deep breathing keep body calm remind prepared got
"I am a really shy person. I'm currently in a graduate program which requires lots of presentations, but they always make me feel stressed out and less confident. How can I get more confident?","Have you tried rehearsing to yourself or a trusted friend what you will present to the class?   The more confident you feel in a safe space, the more chance there will be of making the same presentation to a larger group.Giving presentations is not necessarily a difficulty with communication.   It has more to do with performance than expressing yourself clearly.Practice, practice, and practice, until you see yourself improve in how you present.Also, keep in mind that whatever anxiety you may feel about making a mistake, the audience is almost alway much more forgiving than the person who feels anxious.Anxiety heightens fear, so whatever concerns you have, check if they are growing from anxiety instead of a realistic assessment of your abilities or audience receptivity.Good luck!","Saya orang yang sangat pemalu. Saat ini saya sedang menjalani program pascasarjana yang memerlukan banyak presentasi, namun selalu membuat saya stres dan kurang percaya diri. Bagaimana saya bisa menjadi lebih percaya diri?","Sudahkah Anda mencoba berlatih kepada diri sendiri atau teman tepercaya tentang apa yang akan Anda presentasikan di depan kelas?   Semakin Anda merasa percaya diri di tempat yang aman, semakin besar peluang untuk melakukan presentasi yang sama di hadapan kelompok yang lebih besar. Memberikan presentasi tidak selalu merupakan kesulitan dalam komunikasi.   Hal ini lebih berkaitan dengan kinerja daripada mengekspresikan diri Anda dengan jelas. Berlatih, berlatih, dan berlatih, sampai Anda melihat diri Anda membaik dalam cara Anda menyajikan. Juga, ingatlah bahwa kecemasan apa pun yang Anda rasakan karena melakukan kesalahan, audiens hampir selalu jauh lebih pemaaf daripada orang yang merasa cemas. Kecemasan meningkatkan rasa takut, jadi kekhawatiran apa pun yang Anda miliki, periksa apakah kekhawatiran tersebut muncul dari kecemasan alih-alih penilaian realistis terhadap kemampuan Anda atau penerimaan audiens. Semoga berhasil!",really shy person currently graduate program requires lots presentations always make feel stressed less confident get confident,tried rehearsing trusted friend present class confident feel safe space chance making presentation larger groupgiving presentations necessarily difficulty communication performance expressing clearlypractice practice practice see improve presentalso keep mind whatever anxiety may feel making mistake audience almost alway much forgiving person feels anxiousanxiety heightens fear whatever concerns check growing anxiety instead realistic assessment abilities audience receptivitygood luck
"I am a really shy person. I'm currently in a graduate program which requires lots of presentations, but they always make me feel stressed out and less confident. How can I get more confident?","I can offer you hypnosis for confidence in presentations, via Skype, if you're in Cali.","Saya orang yang sangat pemalu. Saat ini saya sedang menjalani program pascasarjana yang memerlukan banyak presentasi, namun selalu membuat saya stres dan kurang percaya diri. Bagaimana saya bisa menjadi lebih percaya diri?","Saya dapat menawarkan Anda hipnosis untuk kepercayaan diri dalam presentasi, melalui Skype, jika Anda berada di Cali.",really shy person currently graduate program requires lots presentations always make feel stressed less confident get confident,offer hypnosis confidence presentations via skype youre cali
"I start counseling/therapy in a few days (I'm freaking out) but my main fear is that I'll cry and embarrass myself, is it something to worry about?","Oh, crying in therapy is very normal! I have a stack of kleenex boxes in my office. Cry away, therapist are very used to it:) First time being in therapy is scary, but you'll soon know if you are a good match.","Saya memulai konseling/terapi dalam beberapa hari (saya panik) tetapi ketakutan utama saya adalah saya akan menangis dan mempermalukan diri sendiri, apakah itu sesuatu yang perlu dikhawatirkan?","Oh, menangis saat terapi itu sangat normal! Saya memiliki setumpuk kotak tisu di kantor saya. Menangislah, terapis sudah sangat terbiasa :) Pertama kali menjalani terapi memang menakutkan, tetapi Anda akan segera tahu apakah Anda pasangan yang cocok.",start counselingtherapy days freaking main fear ill cry embarrass something worry,crying therapy normal stack kleenex boxes office cry away therapist used first time therapy scary youll soon know good match
"I start counseling/therapy in a few days (I'm freaking out) but my main fear is that I'll cry and embarrass myself, is it something to worry about?","People do cry in therapy sometimes, but it's not at all necessary to cry in order for most kinds of therapy to be helpful. When you start counseling you don't yet know your counselor very well, so it's normal to keep your feelings in check until you feel comfortable and a bit more relaxed with your counselor and with the situation. Sometimes, though, there are emotions that have been waiting and waiting to finally find someone who will listen with a kind ear. If you feel safe right away in the situation with your counselor, you might just cry in spite of your fears about it. Your therapist is used to people expressing how they feel and will keep strict confidentiality, so even though it's embarrassing, finally experiencing someone truly listening with empathy and kindness may just be worth it. It's okay too to let your counselor know right at the beginning that you're kind of freaked out about getting too emotional in front of another person.","Saya memulai konseling/terapi dalam beberapa hari (saya panik) tetapi ketakutan utama saya adalah saya akan menangis dan mempermalukan diri sendiri, apakah itu sesuatu yang perlu dikhawatirkan?","Kadang-kadang orang memang menangis saat menjalani terapi, namun menangis sama sekali tidak perlu dilakukan agar sebagian besar jenis terapi dapat membantu. Saat Anda memulai konseling, Anda belum mengenal konselor Anda dengan baik, jadi wajar jika Anda tetap mengendalikan perasaan sampai Anda merasa nyaman dan sedikit lebih rileks dengan konselor Anda dan dengan situasinya. Namun terkadang, ada emosi yang telah menunggu dan menunggu hingga akhirnya menemukan seseorang yang mau mendengarkan dengan baik. Jika Anda langsung merasa aman dalam situasi dengan konselor Anda, Anda mungkin akan menangis meskipun Anda takut akan hal tersebut. Terapis Anda terbiasa dengan orang yang mengungkapkan perasaannya dan akan menjaga kerahasiaannya, jadi meskipun memalukan, pada akhirnya mengalami seseorang yang benar-benar mendengarkan dengan empati dan kebaikan mungkin sepadan. Tidak apa-apa juga untuk memberi tahu konselor Anda sejak awal bahwa Anda takut menjadi terlalu emosional di depan orang lain.",start counselingtherapy days freaking main fear ill cry embarrass something worry,people cry therapy sometimes necessary cry order kinds therapy helpful start counseling dont yet know counselor well normal keep feelings check feel comfortable bit relaxed counselor situation sometimes though emotions waiting waiting finally find someone listen kind ear feel safe right away situation counselor might cry spite fears therapist used people expressing feel keep strict confidentiality even though embarrassing finally experiencing someone truly listening empathy kindness may worth okay let counselor know right beginning youre kind freaked getting emotional front another person
"I start counseling/therapy in a few days (I'm freaking out) but my main fear is that I'll cry and embarrass myself, is it something to worry about?","Crying is a natural process when you talk about upsetting things especially in therapy when you are opening up and being so vulnerable. I suggest that you consider how you would feel/respond to someone that was confiding to you and they began to cry. If you felt concerned, supportive and empathetic then you know exactly how us therapists feel when our clients are emotional in sessions. I suggest that you think of times where you have cried and how you felt at that time in public and what would have helped to make you feel less uncomfortable during your tears. I think of crying like any other natural reaction of our body such as sneezing, laughing, coughing. You can't help but do those things and most people won't really judge negatively if you do it in public. Similarly, crying is our body's reaction when we are emotional whether it is tears of joy, from a hilarious joke or from being upset. If you are very uncomfortable about crying but willing to start therapy perhaps you can ask the therapist if you can turn your chair around if you begin crying. This way you are not facing them and can self soothe without worrying about how you physically look at that time.I wish you luck and you should be proud of yourself for starting therapy and I wish you a wonderful journey on this important path that you are embarking on.","Saya memulai konseling/terapi dalam beberapa hari (saya panik) tetapi ketakutan utama saya adalah saya akan menangis dan mempermalukan diri sendiri, apakah itu sesuatu yang perlu dikhawatirkan?","Menangis adalah proses alami ketika Anda membicarakan hal-hal yang menjengkelkan, terutama dalam terapi ketika Anda sedang membuka diri dan menjadi sangat rentan. Saya menyarankan agar Anda mempertimbangkan bagaimana perasaan/respon Anda terhadap seseorang yang curhat kepada Anda dan mereka mulai menangis. Jika Anda merasa prihatin, suportif, dan berempati maka Anda tahu persis bagaimana perasaan kami, terapis, ketika klien kami emosional dalam sesi. Saya menyarankan agar Anda memikirkan saat-saat di mana Anda menangis dan bagaimana perasaan Anda saat itu di depan umum dan apa yang dapat membantu mengurangi rasa tidak nyaman Anda selama menangis. Menurut saya menangis sama seperti reaksi alami tubuh kita lainnya seperti bersin, tertawa, batuk. Mau tidak mau Anda melakukan hal-hal tersebut dan kebanyakan orang tidak akan menilai secara negatif jika Anda melakukannya di depan umum. Demikian pula, menangis adalah reaksi tubuh kita ketika kita sedang emosi, baik itu air mata kebahagiaan, lelucon lucu, atau karena kesal. Jika Anda merasa sangat tidak nyaman menangis tetapi ingin memulai terapi, mungkin Anda dapat bertanya kepada terapis apakah Anda boleh membalikkan kursi jika mulai menangis. Dengan cara ini Anda tidak menghadapinya dan dapat menenangkan diri tanpa mengkhawatirkan penampilan fisik Anda saat itu. Saya harap Anda beruntung dan Anda harus bangga pada diri sendiri karena telah memulai terapi dan saya berharap Anda mendapatkan perjalanan yang indah di jalur penting yang Anda mulai ini.",start counselingtherapy days freaking main fear ill cry embarrass something worry,crying natural process talk upsetting things especially therapy opening vulnerable suggest consider would feelrespond someone confiding began cry felt concerned supportive empathetic know exactly therapists feel clients emotional sessions suggest think times cried felt time public would helped make feel less uncomfortable tears think crying like natural reaction body sneezing laughing coughing cant help things people wont really judge negatively public similarly crying bodys reaction emotional whether tears joy hilarious joke upset uncomfortable crying willing start therapy perhaps ask therapist turn chair around begin crying way facing self soothe without worrying physically look timei wish luck proud starting therapy wish wonderful journey important path embarking
"I start counseling/therapy in a few days (I'm freaking out) but my main fear is that I'll cry and embarrass myself, is it something to worry about?",It is not uncommon to be a bit nervous meeting your therapist (or another person) for the first time. Your therapist understands that calling and getting an appointment was a big step for you and will do their best to put you at ease. Providing a safe environment for our clients includes not judging them and being comfortable with the information and emotions that they share with us. It is ok to cry and to trust that the therapist will honor this as part of your process.,"Saya memulai konseling/terapi dalam beberapa hari (saya panik) tetapi ketakutan utama saya adalah saya akan menangis dan mempermalukan diri sendiri, apakah itu sesuatu yang perlu dikhawatirkan?",Bukan hal yang aneh jika Anda merasa sedikit gugup saat bertemu terapis Anda (atau orang lain) untuk pertama kalinya. Terapis Anda memahami bahwa menelepon dan membuat janji temu adalah langkah besar bagi Anda dan akan melakukan yang terbaik untuk membuat Anda nyaman. Menyediakan lingkungan yang aman bagi klien kami termasuk tidak menghakimi mereka dan merasa nyaman dengan informasi dan emosi yang mereka bagikan kepada kami. Tidak apa-apa jika Anda menangis dan percaya bahwa terapis akan menghargai hal ini sebagai bagian dari proses Anda.,start counselingtherapy days freaking main fear ill cry embarrass something worry,uncommon bit nervous meeting therapist another person first time therapist understands calling getting appointment big step best put ease providing safe environment clients includes judging comfortable information emotions share cry trust therapist honor part process
"I start counseling/therapy in a few days (I'm freaking out) but my main fear is that I'll cry and embarrass myself, is it something to worry about?","Yes, if crying is how you are expressing an emotion, then not only would it be normal, but hopefully encouraged, because it's an important part of therapy to have a safe space to express your emotions. We might encourage you to put words to the tears as well, to help you expand on your experience and begin to make more sense of it.As a therapist, our job is help you open up and feel comfortable enough doing so. I sincerely hope no therapist would ever shame you for whatever experience you are having in the room.","Saya memulai konseling/terapi dalam beberapa hari (saya panik) tetapi ketakutan utama saya adalah saya akan menangis dan mempermalukan diri sendiri, apakah itu sesuatu yang perlu dikhawatirkan?","Ya, jika menangis adalah cara Anda mengekspresikan emosi, hal ini bukan hanya merupakan hal yang normal, namun mudah-mudahan dianjurkan, karena ini adalah bagian penting dari terapi untuk mendapatkan ruang yang aman untuk mengekspresikan emosi Anda. Kami mungkin mendorong Anda untuk menangis juga, untuk membantu Anda memperluas pengalaman Anda dan mulai memahaminya. Sebagai seorang terapis, tugas kami adalah membantu Anda terbuka dan merasa cukup nyaman melakukannya. Saya sangat berharap tidak ada terapis yang akan mempermalukan Anda atas pengalaman apa pun yang Anda alami di ruangan itu.",start counselingtherapy days freaking main fear ill cry embarrass something worry,yes crying expressing emotion would normal hopefully encouraged important part therapy safe space express emotions might encourage put words tears well help expand experience begin make sense itas therapist job help open feel comfortable enough sincerely hope therapist would ever shame whatever experience room
"I start counseling/therapy in a few days (I'm freaking out) but my main fear is that I'll cry and embarrass myself, is it something to worry about?","It is is absolutely normal to cry in therapy. I can understand wanting to keep everything together and put your best foot forward with everyone you come into contact with, but it can be such a powerful experience to cry with somebody that can hear you and accept you. It's so brave of you to go and share yourself with your counselor! I hope you will keep being brave as you begin healing.","Saya memulai konseling/terapi dalam beberapa hari (saya panik) tetapi ketakutan utama saya adalah saya akan menangis dan mempermalukan diri sendiri, apakah itu sesuatu yang perlu dikhawatirkan?","Menangis saat menjalani terapi adalah hal yang wajar. Saya mengerti keinginan untuk menjaga semuanya tetap bersama dan mengedepankan yang terbaik kepada semua orang yang berhubungan dengan Anda, tetapi menangis bersama seseorang yang dapat mendengar dan menerima Anda bisa menjadi pengalaman yang sangat kuat. Anda sangat berani untuk pergi dan menceritakan diri Anda kepada konselor Anda! Saya harap Anda akan tetap berani saat Anda mulai menyembuhkan.",start counselingtherapy days freaking main fear ill cry embarrass something worry,absolutely normal cry therapy understand wanting keep everything together put best foot forward everyone come contact powerful experience cry somebody hear accept brave share counselor hope keep brave begin healing
"I start counseling/therapy in a few days (I'm freaking out) but my main fear is that I'll cry and embarrass myself, is it something to worry about?","When talking about difficult issues, it is very normal to cry. Crying is a natural way for us to cope with the sadness that we experience in life. When confronting some of these things in a counseling session, tears just seem to come naturally. Every Counselor should be well equipped to handle that level of emotion, and you would be far from the first to cry when talking with a Counselor.","Saya memulai konseling/terapi dalam beberapa hari (saya panik) tetapi ketakutan utama saya adalah saya akan menangis dan mempermalukan diri sendiri, apakah itu sesuatu yang perlu dikhawatirkan?","Ketika membicarakan masalah yang sulit, menangis adalah hal yang wajar. Menangis adalah cara alami bagi kita untuk mengatasi kesedihan yang kita alami dalam hidup. Saat menghadapi beberapa hal tersebut dalam sesi konseling, air mata seolah mengalir begitu saja. Setiap Konselor harus diperlengkapi dengan baik untuk menangani tingkat emosi tersebut, dan Anda bukanlah orang pertama yang menangis ketika berbicara dengan seorang Konselor.",start counselingtherapy days freaking main fear ill cry embarrass something worry,talking difficult issues normal cry crying natural way cope sadness experience life confronting things counseling session tears seem come naturally every counselor well equipped handle level emotion would far first cry talking counselor
